年月日,最高気温,平均蒸気圧,平均雲量,平均風速,降水量の合計,日照時間
2008/5/1,23.2,14.1,10,2.6,0,2.3
2008/5/2,24,14.6,10,8.1,0,0.9
2008/5/3,29.5,14.7,2,2.9,0,12.4
2008/5/4,25.2,17.2,5,3.9,0,10.1
2008/5/5,21.7,17,9.8,3.1,0,0
2008/5/6,23.1,9.5,3,2.6,0,12.3
2008/5/7,23.5,11.4,0.5,2.9,0,11.6
2008/5/8,26.9,12.7,9.3,2.6,0,8.9
2008/5/9,22.2,9.7,10,5.2,0,0.4
2008/5/10,17.3,11.9,10,3.9,24,0
2008/5/11,18.1,10.9,8.8,3.4,2.5,2.2
2008/5/12,20.4,10.5,6.5,6.7,0,10.4
2008/5/13,20.9,13.5,9.3,4,26,3.2
2008/5/14,20.6,12.5,3.5,4.3,9.5,10.5
2008/5/15,22.2,10.2,3.8,2.9,0,12.9
2008/5/16,24,13,5,2.9,0,12.4
2008/5/17,24.2,13.8,3.8,2.5,0,9.7
2008/5/18,24.8,14.2,4.5,4.2,0,9.4
2008/5/19,22.5,15.9,10,3.4,8.5,0.3
2008/5/20,22.3,14.5,7.5,4.6,11.5,6
2008/5/21,23.6,12.3,5.8,2.6,0,12.3
2008/5/22,24.5,17.7,8.5,2.7,0,6.5
2008/5/23,26.8,18.5,10,3,0,11
2008/5/24,22.2,19.2,10,4.4,41,0
2008/5/25,23,21.1,10,2.5,26,1.3
2008/5/26,28.5,19.1,5.5,3.3,0,11.9
2008/5/27,26.4,11.4,1.8,2.6,0,12.9
2008/5/28,26.1,17,10,4.7,7.5,6.5
2008/5/29,25,18.2,7.3,9.4,16,5.3
2008/5/30,24.5,17.1,9.5,5.7,0,0.7
2008/5/31,20.7,17.6,10,4.5,0.5,0.2
2008/6/1,25.7,15.2,7.3,2.4,0,10.5
2008/6/2,21.3,17.2,10,6.2,16,0
2008/6/3,22.3,16.3,10,5.9,19.5,1.6
2008/6/4,25.8,16.3,10,3.5,0,4.1
2008/6/5,24.3,18.9,10,5.7,29,1.5
2008/6/6,25.8,17.7,8,2.9,0,9.6
2008/6/7,25.3,19.2,10,2.7,1,4.9
2008/6/8,26.2,20.9,10,3.2,3.5,5.7
2008/6/9,26.9,20,6,2.7,0.5,2.9
2008/6/10,27,19.9,7.5,3.2,0,9
2008/6/11,26.1,21.6,10,2.8,3,0
2008/6/12,27.6,14.3,8.8,3.6,3.5,8.3
2008/6/13,27.1,13.4,0,2.7,0,13.6
2008/6/14,28.1,16.1,10,3.2,0,6
2008/6/15,23.1,15.9,10,3.5,8.5,0
2008/6/16,27.9,19.6,7.3,4.7,1,10.7
2008/6/17,27.9,19.9,8.8,2.4,0,10.8
2008/6/18,26.7,21.4,10,3,0,1.1
2008/6/19,25.7,23.9,10,2.4,1,0
2008/6/20,27.6,27.7,10,2.4,6.5,0.1
2008/6/21,27.6,26.5,10,2.2,6,2
2008/6/22,27.1,26.3,10,2.2,24.5,1.1
2008/6/23,23,20.4,8.3,2.5,0,0
2008/6/24,26.8,20.6,9,2.4,0,4.8
2008/6/25,27.6,22,10,2.4,0,1.3
2008/6/26,26.8,20.9,10,3.2,0,0.5
2008/6/27,28.1,20.1,9.8,3.3,0,6.8
2008/6/28,26.4,24.1,10,3.2,1,0
2008/6/29,26.1,27.5,9,4.5,13,0
2008/6/30,27,20,8.3,3.8,0,7.1
2008/7/1,27.2,20.5,10,2.9,0,9.3
2008/7/2,28.6,22.9,10,3.7,0,4.8
2008/7/3,30.4,26.9,9.3,3.5,14,5.6
2008/7/4,31.9,26.9,7,3.7,0,11.7
2008/7/5,30,27.9,9.5,3.4,0,9.4
2008/7/6,31.4,28.4,9.5,2.4,0,2.3
2008/7/7,30.7,28.6,10,3.4,0,8
2008/7/8,28.8,27.3,8.3,2.4,7.5,3.9
2008/7/9,29.9,25.1,10,3.9,0,6.4
2008/7/10,29,26.1,9.5,3,0,6.3
2008/7/11,29.3,26.7,8.5,3,0,2.7
2008/7/12,31.4,27.6,6,2.8,0,11.3
2008/7/13,33,26.9,9.3,2.8,0,8.1
2008/7/14,31.4,27.6,9.5,3.4,0,7.2
2008/7/15,32,27.7,9.5,2.9,0,6.5
2008/7/16,30.4,27,9.3,3.6,0,4.3
2008/7/17,31.9,28.7,8,3.2,0,7.8
2008/7/18,32.8,31.5,9,3.2,7,4.5
2008/7/19,32.7,29.4,8.3,2.7,0,10.7
2008/7/20,34.6,28.1,2.3,3.2,0,13.1
2008/7/21,32.1,26.4,0.5,3.6,0,12.5
2008/7/22,32.7,27.2,4.5,3.6,0,12
2008/7/23,32.8,28.3,5.8,3.2,0,10.6
2008/7/24,33.2,29.6,5.8,3.2,0,12.2
2008/7/25,34.3,29.8,2,3.2,0,11.5
2008/7/26,32.6,30.1,2.5,3,0,12.4
2008/7/27,33.2,31.4,5.3,4,0,11.9
2008/7/28,33,29.9,9.8,3.8,35,6.9
2008/7/29,28.4,28.9,8.3,2.3,1,2
2008/7/30,32.1,28.4,4,2.6,0,7.1
2008/7/31,31.4,26.7,7.3,2.4,0,5.9
2008/8/1,32,30.6,8.3,2.9,0,8.8
2008/8/2,32.8,31.2,9.5,2.9,0,7.2
2008/8/3,32.3,31.8,4.3,3.4,0,9.3
2008/8/4,34.7,30,6.8,3.1,0,8.5
2008/8/5,34.2,28.7,6.3,3.4,0,8.6
2008/8/6,34.3,29,10,4.2,12,7.1
2008/8/7,33.4,29.7,7.5,4.8,0,7.1
2008/8/8,33.2,30.6,10,2.7,0,3.7
2008/8/9,33.2,29.7,7.3,2.7,0,8.5
2008/8/10,33.8,28.1,4,3.5,0,11.9
2008/8/11,33.4,28.8,2.5,3.2,0,12.7
2008/8/12,32.4,29.6,2.8,3.2,0,12.5
2008/8/13,32.8,29.2,6.8,3.1,0,12.3
2008/8/14,31.7,31.5,8.3,3.9,0,9.5
2008/8/15,33.1,30.6,7.5,3.2,0,10.1
2008/8/16,33.5,28.9,6.3,3.9,0,8
2008/8/17,32.6,23.9,9.5,2.7,0,5.3
2008/8/18,31.9,23.9,8.3,3.8,0,8.8
2008/8/19,33.1,30.7,9,4.7,0,5.2
2008/8/20,31.8,23.2,5.3,5.2,0,8.3
2008/8/21,29,20.1,6.3,4.1,0,3.3
2008/8/22,28.6,19.2,10,2.9,0,7.5
2008/8/23,28.3,26.5,10,6.5,33.5,0.3
2008/8/24,30.1,23.9,8.8,3.8,0,4.7
2008/8/25,29.3,20.9,6.5,3.7,3,5
2008/8/26,28.9,25.9,10,8.8,1,1.4
2008/8/27,29.4,26.8,10,6,4.5,0.4
2008/8/28,28.4,28.5,10,2.4,6.5,0.1
2008/8/29,30.3,26.8,8.5,4.6,4.5,1.5
2008/8/30,28.2,26.3,10,5,2.5,0.1
2008/8/31,32.6,26.1,9.3,4.9,0,6.2
2008/9/1,32.6,27.6,8.3,3.4,0,10.6
2008/9/2,31.2,28.7,6.3,3.1,4,6.9
2008/9/3,30.2,27,9.5,2.5,21.5,0.9
2008/9/4,31.5,24.3,9,4.2,0,7.3
2008/9/5,32.7,27.4,8.5,4.5,1,7.9
2008/9/6,31.3,26.5,7,3.8,0,10.9
2008/9/7,30,26.7,5,2.4,0,7.6
2008/9/8,30.2,20,5,2.9,0,6.6
2008/9/9,29.4,17,2.5,3.3,0,11.8
2008/9/10,30.8,22.6,4,4.5,0,8.5
2008/9/11,30.1,23.3,3.5,2.5,0,10
2008/9/12,30,24.9,8.3,2.4,0,5.9
2008/9/13,29.1,24.6,10,2.4,2,4.4
2008/9/14,31,22.2,8.8,3.2,0,8.5
2008/9/15,26.7,20.8,10,3.9,2,0.2
2008/9/16,29.5,22.9,8.5,5.5,0.5,6.6
2008/9/17,29.3,23.8,7,3.6,1,5
2008/9/18,27.2,25.3,10,7.8,4,0
2008/9/19,28.1,25.9,10,8.3,4,0.7
2008/9/20,31.3,25,4.8,2.5,0,8.1
2008/9/21,26.5,26,10,2.9,47,0.1
2008/9/22,27.9,19.4,2.5,2.3,0,9.8
2008/9/23,28.2,21,5.3,3.2,0,9.3
2008/9/24,26.8,14.6,6.3,3.9,0,8.6
2008/9/25,26.3,20.6,10,3,0,0.3
2008/9/26,27.9,23.2,10,4.2,20.5,1
2008/9/27,23.1,11.7,7.3,4.4,0,6.2
2008/9/28,21,12.4,10,3.6,0,0
2008/9/29,18.2,16.3,10,4.8,13,0
2008/9/30,19.9,19.9,10,4.1,15.5,0
2009/5/1,22.7,11.3,8.5,2.6,0,11.2
2009/5/2,22.3,12.9,7.3,3.1,0,11.7
2009/5/3,21.3,13,10,2.5,0,7.1
2009/5/4,21.5,13.2,10,2,0,0
2009/5/5,20.9,14.7,10,5.1,2,0.3
2009/5/6,20.9,15.7,10,2.3,0.5,0.9
2009/5/7,18.5,17,10,1.8,25.5,0
2009/5/8,20.3,15.3,7.5,1.8,1,1.4
2009/5/9,24.7,14.6,2.3,2.5,0,12.2
2009/5/10,26.4,17.6,9,3.1,0,10.5
2009/5/11,28.2,17.9,6,2.8,0,11.5
2009/5/12,25.4,20.1,5.3,4.1,0.5,10.1
2009/5/13,24.1,13.8,8,4,4.5,8.9
2009/5/14,24.1,7.6,2.3,3.7,0,12.1
2009/5/15,20.8,9.8,8.8,2.1,0,7.7
2009/5/16,21,15.3,10,4.5,1.5,0
2009/5/17,21.5,20,10,4.4,16.5,0
2009/5/18,22.1,12.5,8.3,3.8,0,9.8
2009/5/19,23.3,12.9,6.8,1.7,0,4.6
2009/5/20,28.2,14.3,6.3,1.8,0,10.3
2009/5/21,26.6,16.7,10,3.8,0,0.4
2009/5/22,22.4,18.4,9.8,2.2,7.5,0
2009/5/23,24.5,17.6,8.3,1.9,0,8.6
2009/5/24,24.1,16,9.8,3.4,7,3.8
2009/5/25,22.1,13.7,5.3,3.5,0,5.5
2009/5/26,23.7,14.9,8.8,2.4,0,8.3
2009/5/27,27.4,15.7,10,5.4,0,3.1
2009/5/28,22.4,15.5,10,7.4,1,0.7
2009/5/29,28,16.8,4.3,6.4,0,7.2
2009/5/30,27.8,19.4,8,5.3,0,9.3
2009/5/31,22.6,18.1,8,2.7,3,5.2
2009/6/1,24.7,13,2,3.1,0,13.2
2009/6/2,26.8,14.4,7.8,3,0,11
2009/6/3,24.1,16.6,10,2.4,1.5,0
2009/6/4,23.7,18,10,2.1,0,0.9
2009/6/5,21.9,18.2,9.8,8,1.5,0.8
2009/6/6,27.8,17.4,7.3,4.6,0,7
2009/6/7,26.1,17,7.5,3.1,0,5.5
2009/6/8,26.2,17.3,6,2.4,0,11.6
2009/6/9,25.4,18.7,10,3.3,0,0.5
2009/6/10,22.7,21.6,10,2.1,20.5,0
2009/6/11,25.8,19.6,8.5,3.9,6.5,6.6
2009/6/12,27.3,17.2,6.5,2.8,0,8.5
2009/6/13,27.4,20.5,10,3.1,0,7.8
2009/6/14,28.5,20.4,7.8,2.9,0,8.9
2009/6/15,27.7,16.5,6,3.8,0,12
2009/6/16,29.5,18.7,7.3,3.5,0,8.5
2009/6/17,28.7,19.4,4.3,3.2,0,12.1
2009/6/18,29,21.1,9,3.6,0,9.8
2009/6/19,29.6,21.7,7.8,3.1,0,8
2009/6/20,30.8,21.5,8.8,4.3,1.5,2.7
2009/6/21,27.4,27.4,10,2.9,8.5,3.4
2009/6/22,29.4,28.4,10,3.2,26.5,1.3
2009/6/23,29.3,24,9.8,3.7,0,7.1
2009/6/24,29,22.6,8.8,3.1,18.5,6.4
2009/6/25,29.3,23.5,9.5,3.2,0,8.4
2009/6/26,28.5,23.4,5,3.1,0,8.9
2009/6/27,28.2,23.6,10,2.8,0,6.7
2009/6/28,30.1,23.7,5.8,3.4,0,7.9
2009/6/29,27.3,26.4,10,2.7,22.5,0.8
2009/6/30,27.7,28.2,10,3.2,21.5,0
2009/7/1,28.9,28.5,9.5,4.5,16.5,4.9
2009/7/2,27.2,23.5,10,2.5,4.5,1.1
2009/7/3,26.7,21.6,10,2.3,3,1.8
2009/7/4,26.9,22.4,9,2.8,0,9.3
2009/7/5,27.7,24.3,9.5,2.3,0,4
2009/7/6,29.5,27.2,8,3.4,4,4.7
2009/7/7,28.4,28,10,2.7,0,1.7
2009/7/8,27.9,29.2,10,4.1,2.5,2
2009/7/9,28.4,30.2,10,4.5,1.5,1.8
2009/7/10,26.6,29.2,10,4.6,12.5,0
2009/7/11,28.8,24.7,10,2.7,0,5
2009/7/12,30.8,27.2,9.8,3.1,0,7.3
2009/7/13,30.5,30.2,9.5,4.6,0,7.9
2009/7/14,32.2,29,8.3,3.1,0,11.3
2009/7/15,30.5,26.7,8.5,4.6,0,10.5
2009/7/16,32.1,25,7.8,3,0,5.9
2009/7/17,27.9,30.5,10,3,4,0
2009/7/18,30.6,30.4,10,3.9,0,6.2
2009/7/19,32.5,30.1,9.8,4.2,69,3.6
2009/7/20,29,30.2,10,2.6,24,1.4
2009/7/21,26.5,30,10,2.3,26,0
2009/7/22,28.9,29,10,2.7,13.5,1.7
2009/7/23,33.1,26.9,5.5,2.5,0,11.4
2009/7/24,30,27.7,9,2.7,0,2.9
2009/7/25,28,29.3,10,2.6,15,0
2009/7/26,30.3,30.2,10,2.9,7.5,2.3
2009/7/27,27.6,27.7,10,2.2,3.5,0.8
2009/7/28,28.7,28.6,10,4.6,0,0.2
2009/7/29,31.5,30.4,10,3.9,0.5,3.6
2009/7/30,30.6,25.7,9,2.6,0,5.4
2009/7/31,32,26.1,6.8,2.6,6,10.9
2009/8/1,31,29.7,10,3.9,22,2.2
2009/8/2,29.6,27.7,7.5,2.7,19,7.4
2009/8/3,33.3,27.8,6.5,3.8,0,12.3
2009/8/4,33.7,28.5,5.8,3.9,0,11
2009/8/5,33.6,29.3,9.8,3.9,4.5,6.9
2009/8/6,31.6,31.2,10,4.2,0,1.2
2009/8/7,32.8,30.8,8.5,2.8,0,3.9
2009/8/8,35.1,30.4,7.5,2.7,0,11.2
2009/8/9,28.7,30.8,10,7,32,0
2009/8/10,29.6,31.5,10,5.4,15.5,0.1
2009/8/11,31.8,30.8,8.8,2.6,0,1.9
2009/8/12,32.9,31,7,3.3,0,9.7
2009/8/13,32.3,32,10,3.4,0,2.2
2009/8/14,31.7,24.2,4.8,3.7,0,10.1
2009/8/15,29.9,24.3,7.3,3,0,3.5
2009/8/16,31.8,25.5,8,3.9,0,5.7
2009/8/17,35,25.4,2.5,2.2,0,11
2009/8/18,33.8,25.5,4,3.7,0,10.9
2009/8/19,33.1,23.9,7,3.6,0,11.9
2009/8/20,31.7,27.7,7.8,3.2,0,8.9
2009/8/21,30.8,30.6,9.3,3.8,0,3.2
2009/8/22,31.7,30.3,7,3.4,1,4.8
2009/8/23,30.1,23,7.3,2.4,0,5.9
2009/8/24,30.4,17.5,2.8,4.2,0,11.7
2009/8/25,28.1,18,4.8,3.1,0,11.5
2009/8/26,28.4,21.7,4.5,4.6,0,3.6
2009/8/27,30.4,20.6,9.5,3.9,0,0.8
2009/8/28,30.3,25.7,10,2.8,0,3.3
2009/8/29,30.1,28.1,8.8,2.4,6,1.6
2009/8/30,31.8,23.1,5,2.3,0,8
2009/8/31,28,21.1,6.8,3.8,0,5.5
2009/9/1,30.4,18,1.8,3.6,0,12.3
2009/9/2,31.4,22.3,5.8,3.7,0,8.8
2009/9/3,31.2,25.3,9.3,4.7,0,4
2009/9/4,31.7,24.9,9,3.5,0,3.6
2009/9/5,32.7,24.3,3.3,3.9,0,10.6
2009/9/6,32.9,22.2,1,4,0,11.9
2009/9/7,32.9,22.4,1.5,4.7,0,10.9
2009/9/8,29.7,21,3.8,3.1,0,10.6
2009/9/9,27,16.2,5,4.2,0,6.1
2009/9/10,26.2,14.9,5.3,2.8,0,11.2
2009/9/11,28.7,15,7.5,3.3,0,6
2009/9/12,25.6,20.7,9.3,3.7,18.5,0
2009/9/13,27.6,18,6.5,3.3,0,6.1
2009/9/14,26.5,17,9.5,3.3,0,4.9
2009/9/15,23.6,20.2,10,3.4,1.5,0
2009/9/16,27.4,16.4,3,3.2,0,7.6
2009/9/17,28.1,16.4,4.5,3.5,0,11.2
2009/9/18,27.4,18.2,8,4.6,0,2.5
2009/9/19,27.9,16,3,4.4,0,9.4
2009/9/20,28,14.2,3,3.3,0,11.1
2009/9/21,28.1,19,6.8,4.4,0,8.6
2009/9/22,26.2,21.4,10,2.3,0,0
2009/9/23,27.8,22.2,9.3,3.6,0,1.1
2009/9/24,30.4,19.8,4.3,4.2,0,10.6
2009/9/25,29.6,20.9,3.8,2.8,0,11.1
2009/9/26,30.3,18.8,5.8,3,0,9
2009/9/27,29.7,19.6,6.5,3.9,0,7.5
2009/9/28,28.1,22.4,10,6.7,0,1.3
2009/9/29,26.7,23.2,10,4,0.5,0
2009/9/30,22.7,23.5,10,3.4,11,0
2010/5/1,20.3,9.1,0.5,3.1,0,11.9
2010/5/2,20.8,8.4,1.3,2.5,0,12.8
2010/5/3,24,13.9,7.8,3,0,10.3
2010/5/4,26.1,17.9,10,3,0,8.3
2010/5/5,25.8,18.2,6.5,3.2,0,8.6
2010/5/6,24.5,18.6,9.5,3.8,0.5,6.7
2010/5/7,21,18.5,10,2.2,22,2
2010/5/8,23.9,11.7,5.5,2.3,0,10.9
2010/5/9,25.3,10.4,9.8,2.2,0,6.2
2010/5/10,19.9,14.7,10,5.8,2.5,0
2010/5/11,18.7,16,9.8,5.5,3,0
2010/5/12,18,10.6,5.8,3.9,0,2.9
2010/5/13,19.3,9.4,7.5,3.5,0,4.2
2010/5/14,18.1,9.7,6.3,3.7,0,3.9
2010/5/15,20.2,10.4,7.5,2.9,0,10.5
2010/5/16,22.5,14.5,4.5,3.5,0,11.1
2010/5/17,24.4,16.9,5.3,2.9,0,11.5
2010/5/18,24.7,16.9,10,3.1,0.5,8.7
2010/5/19,21.8,21.3,10,2.6,16.5,0
2010/5/20,25,22.5,10,2.1,1.5,1.3
2010/5/21,27.3,17.8,9.5,2.1,0,8.7
2010/5/22,28.4,15.5,8,2.5,0,6.4
2010/5/23,22.8,18.2,10,9.5,65,0
2010/5/24,22.6,19.6,8.5,5.4,65.5,0
2010/5/25,24.1,17.6,5.5,3.6,0.5,6.2
2010/5/26,21.6,14.6,6.8,4.8,0,3.6
2010/5/27,19,11.8,8.5,3.5,0,2.2
2010/5/28,20.3,10.5,8,3.7,0,7.4
2010/5/29,22,11.2,8.3,3,0,10.8
2010/5/30,22.8,12,3,3.6,0,13.6
2010/5/31,24,14.7,9,4.8,0,8.4
2010/6/1,24,15.7,9.8,3.9,0,6.2
2010/6/2,25.4,15.7,3,3.3,0,13.2
2010/6/3,27.5,16.8,2,3,0,11.9
2010/6/4,26.1,17.1,7,2.7,0,12.1
2010/6/5,27.3,15.5,0.5,2.9,0,13.5
2010/6/6,27.6,15,7.3,3.2,0,10.1
2010/6/7,24,20.1,9.8,2.5,0.5,0
2010/6/8,23.2,15,9.8,6.5,0,0
2010/6/9,27.5,16.1,7.5,2.9,0,7
2010/6/10,29.8,16.9,2.5,3.4,0,13.1
2010/6/11,28.8,18,2.5,3.1,0,13
2010/6/12,26.8,20.7,8.8,3.7,0,11.4
2010/6/13,22.4,19.7,10,5.1,37.5,0
2010/6/14,27,19.6,7.8,5.5,0,3.3
2010/6/15,24,24,10,4.7,44.5,0
2010/6/16,27.2,24.3,9.3,2.9,15,4.2
2010/6/17,30.2,23.7,10,2.7,0,9.8
2010/6/18,26,26.4,10,4.4,36.5,0
2010/6/19,26.9,26.6,10,3.3,0.5,0.6
2010/6/20,25.9,26,10,2.7,0,0
2010/6/21,26.7,24.9,10,3.1,0.5,0.3
2010/6/22,28.9,25.8,10,3,21,5.6
2010/6/23,25.5,25.2,10,2.7,31,0.3
2010/6/24,28.7,17.5,8,2.9,0,9.2
2010/6/25,25.6,21,10,3,9.5,0
2010/6/26,25.2,27.1,10,4,105.5,0
2010/6/27,26.8,29,10,3.6,15.5,0.3
2010/6/28,29.8,28.8,8,3.9,0.5,8.1
2010/6/29,31.7,27.6,10,3.5,9,4.5
2010/6/30,30,26.4,9.3,3.1,0,8.5
2010/7/1,31.2,26.6,9,2.7,0,4.8
2010/7/2,29.2,27.9,8.5,2.1,4,1.4
2010/7/3,26.4,28.9,10,2.7,65.5,0
2010/7/4,31.2,27.8,9.5,3.7,0,3.2
2010/7/5,30.4,25.8,8,3.4,0,5.7
2010/7/6,30.7,27.8,10,3,0,4.2
2010/7/7,29,26.4,8.3,2.2,0,4.4
2010/7/8,30.4,25.8,8,2.7,0,7.7
2010/7/9,26.1,25.6,9.8,2.3,13.5,0
2010/7/10,29.7,24.5,8.3,2.2,0,8.4
2010/7/11,27.3,28.7,10,4.1,3,0
2010/7/12,26.8,28.8,10,4.2,12.5,1.6
2010/7/13,26.9,28.6,10,2.6,41.5,0.1
2010/7/14,26.6,28.8,10,3,49,0
2010/7/15,29.3,28.3,10,3.3,53.5,0.9
2010/7/16,31.3,29.4,10,2.5,0,6.2
2010/7/17,30.9,27.6,7.5,3,0,12.4
2010/7/18,31.3,26.9,4.5,3.3,0,12.7
2010/7/19,31.3,27.6,5.3,3.3,0,12.8
2010/7/20,32.4,28.1,6.8,3.2,0,13.4
2010/7/21,32.1,28.3,5.8,3.4,0,11.2
2010/7/22,34.3,28.7,4,3.2,0,13
2010/7/23,34.8,29.4,1.5,2.8,0,13
2010/7/24,35.1,28.5,0.3,3,0,12.7
2010/7/25,35.5,29.1,7.8,2.9,0,12.5
2010/7/26,32.4,30.1,7.3,3.7,0,11.6
2010/7/27,31.4,28.4,7.8,3.5,0,11
2010/7/28,31.3,28.9,10,2.8,2,2.1
2010/7/29,27.4,29.5,10,3,67.5,0.2
2010/7/30,31.4,30.7,7.8,3.2,0,9.1
2010/7/31,32,31,10,3.4,0,5.2
2010/8/1,33.4,30.2,3.5,2.9,0,7.2
2010/8/2,34.4,30.3,2.3,2.8,0,11
2010/8/3,34.1,31.4,6.8,2.9,0,10.3
2010/8/4,34.6,29.6,4.3,3.7,0.5,11.3
2010/8/5,33.6,29.8,4.5,4.7,0,9.4
2010/8/6,33.1,28.6,3.8,3.4,0,12
2010/8/7,31.8,26.4,5.8,2.7,0,4
2010/8/8,33.1,26.5,8,2.7,0,11.7
2010/8/9,33.4,28.7,5.5,4.1,9,6.1
2010/8/10,31.3,30.9,10,3.2,1.5,3.1
2010/8/11,31.6,30.4,9.8,3.4,1.5,6.6
2010/8/12,32,30.8,9.5,4.6,27,2.4
2010/8/13,32.7,31,10,2.6,0,5.1
2010/8/14,31.2,33.7,10,3.8,0,1.1
2010/8/15,31.6,32.6,8.5,4.1,0,8
2010/8/16,34.3,31.3,5.5,3.7,0,11
2010/8/17,33.1,30.9,2.5,3.1,0,12.4
2010/8/18,35.9,28.9,2.5,2.8,0,12.3
2010/8/19,36.3,30.7,0.5,4.6,0,10.7
2010/8/20,35,31.6,4,3.2,0,10
2010/8/21,34,30.9,2.8,3.3,0,9.3
2010/8/22,34.5,32.3,7.5,2.8,0,9.6
2010/8/23,33.8,32.1,5,2.8,0,8.5
2010/8/24,33.5,32.4,4.5,3.3,0,10.5
2010/8/25,32.7,30.5,3.3,3.3,0,10.6
2010/8/26,33.1,28.8,4.5,3.1,0,11.3
2010/8/27,34.2,29.5,6.8,3.3,0,11.3
2010/8/28,35,27.5,5,4,0,12.3
2010/8/29,34.3,29,6.5,3.9,0,10.7
2010/8/30,32.1,29.7,4.5,2.8,0,8.9
2010/8/31,34.2,31.3,4.3,3.1,0,11.7
2010/9/1,33.3,29.6,7,3.4,0,9.8
2010/9/2,33.7,28.7,9.3,3.8,0,7.5
2010/9/3,34.3,30.2,3.8,3.3,0,10.5
2010/9/4,35,32.5,3.8,3.2,0,11.4
2010/9/5,34.3,30.5,6,2.9,0,10.9
2010/9/6,32.9,28.8,8.3,3.6,0,9.8
2010/9/7,31.8,31.4,9.8,4.1,6,4.5
2010/9/8,33,29.6,10,5.3,1.5,2.3
2010/9/9,30.7,21.9,3.8,2.6,0,11.3
2010/9/10,31.5,24.7,0.3,3.4,0,11.7
2010/9/11,32.5,30,6.5,2.9,0,8.7
2010/9/12,32.8,31.5,9.5,3.7,0,8.9
2010/9/13,33.1,26.2,7.8,4.3,0.5,4.6
2010/9/14,30.5,21.7,4.3,3.6,0,3.7
2010/9/15,29.1,22.2,9.8,3.4,0,0.7
2010/9/16,28,23.4,6.5,2.4,19,4.5
2010/9/17,30.8,18.4,4.5,3.3,0,8.8
2010/9/18,29.5,21.1,6.3,2.2,0,11.5
2010/9/19,30.5,22.5,7,2.7,0,8.1
2010/9/20,28.8,24.1,9,2.1,0,0.7
2010/9/21,32.5,28.2,9.5,3.3,0,6.8
